date,index,nav,outstanding
"Aug 02, 2004",1630.48,111.13,87700000.00
"Jul 30, 2004",1623.26,110.64,87700000.00
"Jul 29, 2004",1621.35,110.51,87700000.00
"Jul 28, 2004",1613.50,109.98,87700000.00
"Jul 27, 2004",1612.33,109.90,87700000.00
"Jul 26, 2004",1596.48,108.82,87500000.00
"Jul 23, 2004",1599.62,109.03,86100000.00
"Jul 22, 2004",1615.27,110.10,86100000.00
"Jul 21, 2004",1610.88,109.80,86100000.00
"Jul 20, 2004",1632.52,111.27,85700000.00
"Jul 19, 2004",1621.08,110.50,85700000.00
"Jul 16, 2004",1621.81,110.55,85700000.00
"Jul 15, 2004",1629.58,111.07,85700000.00
"Jul 14, 2004",1636.62,111.55,85700000.00
"Jul 13, 2004",1641.96,111.92,83250000.00
"Jul 12, 2004",1640.73,111.83,83250000.00
"Jul 09, 2004",1638.42,111.68,83250000.00
"Jul 08, 2004",1632.88,111.30,83250000.00
"Jul 07, 2004",1646.36,112.22,83250000.00
"Jul 06, 2004",1642.84,111.98,83250000.00
"Jul 02, 2004",1656.33,112.90,82500000.00
"Jul 01, 2004",1661.53,113.26,81700000.00
"Jun 30, 2004",1678.83,114.43,81700000.00
"Jun 29, 2004",1671.84,113.96,81700000.00
"Jun 28, 2004",1667.61,113.67,81300000.00
"Jun 25, 2004",1668.93,114.15,81300000.00
"Jun 24, 2004",1678.07,114.78,81300000.00
"Jun 23, 2004",1682.75,115.10,81300000.00
"Jun 22, 2004",1668.55,114.14,74100000.00
"Jun 21, 2004",1662.46,113.72,77100000.00
"Jun 18, 2004",1669.39,114.19,77100000.00
"Jun 17, 2004",1665.02,113.90,77100000.00
"Jun 16, 2004",1667.23,114.05,77100000.00
"Jun 15, 2004",1664.92,113.89,77100000.00
"Jun 14, 2004",1655.00,113.21,77100000.00
"Jun 10, 2004",1671.01,114.31,77100000.00
"Jun 09, 2004",1663.38,113.79,77100000.00
"Jun 08, 2004",1679.21,114.87,76200000.00
"Jun 07, 2004",1676.48,114.70,76200000.00
"Jun 04, 2004",1650.07,112.88,76200000.00
"Jun 03, 2004",1641.43,112.29,76200000.00
"Jun 02, 2004",1653.66,113.13,76200000.00
"Jun 01, 2004",1647.57,112.71,76200000.00
"May 28, 2004",1646.80,112.66,76200000.00
"May 27, 2004",1647.65,112.72,76200000.00
"May 26, 2004",1638.16,112.07,76200000.00
"May 25, 2004",1635.14,111.86,75900000.00
"May 24, 2004",1609.22,110.09,75900000.00
"May 21, 2004",1606.49,109.91,75900000.00
"May 20, 2004",1600.06,109.47,75900000.00
"May 19, 2004",1599.29,109.42,75900000.00
"May 18, 2004",1603.14,109.68,74900000.00
"May 17, 2004",1592.23,108.93,74900000.00
"May 14, 2004",1609.12,110.09,74900000.00
"May 13, 2004",1610.05,110.16,74900000.00
"May 12, 2004",1611.15,110.23,74900000.00
"May 11, 2004",1607.94,110.01,74900000.00
"May 10, 2004",1595.38,109.15,74900000.00
"May 07, 2004",1612.31,110.31,74900000.00
"May 06, 2004",1634.75,111.84,74900000.00
"May 05, 2004",1645.65,112.59,74900000.00
"May 04, 2004",1642.50,112.37,74900000.00
"May 03, 2004",1639.46,112.17,74900000.00
"Apr 30, 2004",1624.51,111.14,74900000.00
"Apr 29, 2004",1634.16,111.80,74900000.00
"Apr 28, 2004",1646.20,112.63,74900000.00
"Apr 27, 2004",1668.98,114.18,74900000.00
"Apr 26, 2004",1665.19,113.92,74900000.00
"Apr 23, 2004",1672.62,114.43,74900000.00
"Apr 22, 2004",1671.63,114.37,74900000.00
"Apr 21, 2004",1648.31,112.77,77500000.00
"Apr 20, 2004",1639.49,112.17,76050000.00
"Apr 19, 2004",1665.39,113.94,76050000.00
"Apr 16, 2004",1663.62,113.81,76050000.00
"Apr 15, 2004",1655.15,113.24,76050000.00
"Apr 14, 2004",1654.17,113.17,76050000.00
"Apr 13, 2004",1655.99,113.30,76050000.00
"Apr 12, 2004",1679.02,114.88,76050000.00
"Apr 08, 2004",1670.36,114.28,76050000.00
"Apr 07, 2004",1672.14,114.40,76050000.00
"Apr 06, 2004",1683.23,115.16,76050000.00
"Apr 05, 2004",1686.24,115.37,76050000.00
"Apr 02, 2004",1673.40,114.49,75200000.00
"Apr 01, 2004",1659.16,113.52,75200000.00
"Mar 31, 2004",1650.42,112.92,75700000.00
"Mar 30, 2004",1651.43,112.99,75700000.00
"Mar 29, 2004",1644.75,112.53,75700000.00
"Mar 26, 2004",1623.36,111.46,75900000.00
"Mar 25, 2004",1625.01,111.58,75900000.00
"Mar 24, 2004",1598.85,109.78,75900000.00
"Mar 23, 2004",1602.67,110.04,75900000.00
"Mar 22, 2004",1604.80,110.19,75900000.00
"Mar 19, 2004",1625.84,111.63,75900000.00
"Mar 18, 2004",1644.21,112.89,74900000.00
"Mar 17, 2004",1646.29,113.04,74900000.00
"Mar 16, 2004",1627.03,111.71,74350000.00
"Mar 15, 2004",1617.91,111.09,74350000.00
"Mar 12, 2004",1641.42,112.71,74350000.00
"Mar 11, 2004",1621.21,111.32,74350000.00
"Mar 10, 2004",1645.79,113.00,74350000.00
"Mar 09, 2004",1670.07,114.67,74350000.00
"Mar 08, 2004",1679.74,115.33,74350000.00
"Mar 05, 2004",1693.76,116.29,74350000.00
"Mar 04, 2004",1690.83,116.10,73300000.00
"Mar 03, 2004",1685.17,115.71,73300000.00
"Mar 02, 2004",1681.88,115.48,73300000.00
"Mar 01, 2004",1691.90,116.17,73300000.00
"Feb 27, 2004",1675.70,115.06,73300000.00
"Feb 26, 2004",1675.63,115.06,73300000.00
"Feb 25, 2004",1673.34,114.90,73650000.00
"Feb 24, 2004",1666.42,114.42,73650000.00
"Feb 23, 2004",1669.20,114.61,73300000.00
"Feb 20, 2004",1673.71,114.93,73300000.00
"Feb 19, 2004",1678.01,115.22,73850000.00
"Feb 18, 2004",1684.89,115.69,73600000.00
"Feb 17, 2004",1692.22,116.19,73000000.00
"Feb 13, 2004",1675.86,115.07,73000000.00
"Feb 12, 2004",1684.92,115.70,73000000.00
"Feb 11, 2004",1693.03,116.25,72400000.00
"Feb 10, 2004",1674.55,114.98,72400000.00
"Feb 09, 2004",1666.16,114.41,73400000.00
"Feb 06, 2004",1670.14,114.68,73400000.00
"Feb 05, 2004",1649.35,113.26,72400000.00
"Feb 04, 2004",1646.29,113.05,72400000.00
"Feb 03, 2004",1659.92,113.98,72900000.00
"Feb 02, 2004",1658.79,113.91,72900000.00
"Jan 30, 2004",1652.73,113.49,72900000.00
"Jan 29, 2004",1657.09,113.79,72900000.00
"Jan 28, 2004",1648.44,113.20,72900000.00
"Jan 27, 2004",1670.91,114.74,72450000.00
"Jan 26, 2004",1687.44,115.87,72450000.00
"Jan 23, 2004",1667.26,114.49,72450000.00
"Jan 22, 2004",1670.73,114.73,72450000.00
"Jan 21, 2004",1676.07,115.09,72450000.00
"Jan 20, 2004",1663.03,114.20,71400000.00
"Jan 16, 2004",1664.57,114.31,71400000.00
"Jan 15, 2004",1653.21,113.53,71400000.00
"Jan 14, 2004",1650.96,113.37,71400000.00
"Jan 13, 2004",1637.33,112.44,70650000.00
"Jan 12, 2004",1646.03,113.04,70650000.00
"Jan 09, 2004",1638.14,112.50,70650000.00
"Jan 08, 2004",1652.83,113.50,70650000.00
"Jan 07, 2004",1644.60,112.94,70650000.00
"Jan 06, 2004",1640.31,112.65,70650000.00
"Jan 05, 2004",1638.10,112.49,70650000.00
"Jan 02, 2004",1618.05,111.12,70650000.00
"Dec 31, 2003",1622.94,111.46,70650000.00
"Dec 30, 2003",1619.59,111.23,70650000.00
"Dec 29, 2003",1619.16,111.20,69800000.00
"Dec 26, 2003",1598.74,109.80,69800000.00
"Dec 24, 2003",1596.05,109.61,69800000.00
"Dec 23, 2003",1598.93,109.81,69450000.00
"Dec 22, 2003",1594.43,109.50,69450000.00
"Dec 19, 2003",1588.19,109.08,69450000.00
"Dec 18, 2003",1588.90,109.13,69450000.00
"Dec 17, 2003",1570.15,107.84,69450000.00
"Dec 16, 2003",1568.02,107.69,68850000.00
"Dec 15, 2003",1557.66,106.98,68850000.00
"Dec 12, 2003",1566.50,108.10,68850000.00
"Dec 11, 2003",1562.23,107.81,68850000.00
"Dec 10, 2003",1544.31,106.58,68850000.00
"Dec 09, 2003",1545.68,106.67,68850000.00
"Dec 08, 2003",1558.96,107.59,68600000.00
"Dec 05, 2003",1547.52,106.80,68600000.00
"Dec 04, 2003",1559.47,107.62,68600000.00
"Dec 03, 2003",1552.09,107.12,68600000.00
"Dec 02, 2003",1554.42,107.28,67950000.00
"Dec 01, 2003",1559.50,107.63,67950000.00
"Nov 28, 2003",1542.07,106.43,67950000.00
"Nov 26, 2003",1542.39,106.45,67950000.00
"Nov 25, 2003",1535.49,105.97,67950000.00
"Nov 24, 2003",1532.69,105.78,67950000.00
"Nov 21, 2003",1508.21,104.10,67950000.00
"Nov 20, 2003",1505.76,103.93,67950000.00
"Nov 19, 2003",1518.51,104.81,67950000.00
"Nov 18, 2003",1506.32,103.97,67450000.00
"Nov 17, 2003",1520.07,104.91,67450000.00
"Nov 14, 2003",1529.84,105.59,67450000.00
"Nov 13, 2003",1541.30,106.38,67450000.00
"Nov 12, 2003",1541.49,106.39,67450000.00
"Nov 11, 2003",1523.47,105.15,67450000.00
"Nov 10, 2003",1524.26,105.20,66950000.00
"Nov 07, 2003",1533.02,105.81,66950000.00
"Nov 06, 2003",1539.75,106.27,66950000.00
"Nov 05, 2003",1530.54,105.64,66950000.00
"Nov 04, 2003",1532.34,105.76,66950000.00
"Nov 03, 2003",1540.71,106.34,66950000.00
"Oct 31, 2003",1528.62,105.51,67500000.00
"Oct 30, 2003",1523.12,105.13,65600000.00
"Oct 29, 2003",1524.41,105.22,65600000.00
"Oct 28, 2003",1522.21,105.07,65600000.00
"Oct 27, 2003",1499.43,103.50,65600000.00
"Oct 24, 2003",1496.19,103.27,64750000.00
"Oct 23, 2003",1503.26,103.76,64850000.00
"Oct 22, 2003",1498.28,103.42,64850000.00
"Oct 21, 2003",1520.93,104.98,64100000.00
"Oct 20, 2003",1518.97,104.85,64400000.00
"Oct 17, 2003",1511.18,104.31,64400000.00
"Oct 16, 2003",1526.80,105.39,64400000.00
"Oct 15, 2003",1521.95,105.05,64400000.00
"Oct 14, 2003",1525.60,105.30,64400000.00
"Oct 13, 2003",1519.60,104.89,64400000.00
"Oct 10, 2003",1509.00,104.16,64400000.00
"Oct 09, 2003",1509.86,104.22,64400000.00
"Oct 08, 2003",1502.65,103.72,64400000.00
"Oct 07, 2003",1510.05,104.23,63650000.00
"Oct 06, 2003",1502.86,103.74,63650000.00
"Oct 03, 2003",1496.32,103.29,63650000.00
"Oct 02, 2003",1482.36,102.33,63650000.00
"Oct 01, 2003",1479.23,102.11,63650000.00
"Sep 30, 2003",1446.77,99.87,63250000.00
"Sep 29, 2003",1462.20,100.94,63250000.00
"Sep 26, 2003",1448.03,99.96,63250000.00
"Sep 25, 2003",1457.09,100.59,63250000.00
"Sep 24, 2003",1465.66,101.18,63250000.00
"Sep 23, 2003",1494.19,103.15,62300000.00
"Sep 22, 2003",1485.16,102.52,62300000.00
"Sep 19, 2003",1504.74,103.87,62500000.00
"Sep 18, 2003",1509.47,104.20,62500000.00
"Sep 17, 2003",1489.70,102.84,62500000.00
"Sep 16, 2003",1494.50,103.17,62500000.00
"Sep 15, 2003",1473.43,101.71,62500000.00
"Sep 12, 2003",1478.94,102.52,62500000.00
"Sep 11, 2003",1475.72,102.29,62500000.00
"Sep 10, 2003",1467.29,101.71,62500000.00
"Sep 09, 2003",1484.93,102.93,62500000.00
"Sep 08, 2003",1497.22,103.78,62500000.00
"Sep 05, 2003",1482.24,102.75,62500000.00
"Sep 04, 2003",1491.77,103.41,62500000.00
"Sep 03, 2003",1489.25,103.23,62500000.00
"Sep 02, 2003",1482.61,102.77,62500000.00
"Aug 29, 2003",1462.30,101.37,62500000.00
"Aug 28, 2003",1454.70,100.84,62500000.00
"Aug 27, 2003",1445.84,100.23,62500000.00
"Aug 26, 2003",1445.50,100.21,61500000.00
"Aug 25, 2003",1441.11,99.91,61500000.00
"Aug 22, 2003",1440.17,99.84,61000000.00
"Aug 21, 2003",1454.98,100.87,61000000.00
"Aug 20, 2003",1450.61,100.56,64950000.00
"Aug 19, 2003",1453.45,100.76,64950000.00
"Aug 18, 2003",1449.65,100.50,64950000.00
"Aug 15, 2003",1436.43,99.58,64950000.00
"Aug 14, 2003",1435.96,99.55,64950000.00
"Aug 13, 2003",1426.55,98.90,64950000.00
"Aug 12, 2003",1435.17,99.50,64750000.00
"Aug 11, 2003",1421.01,98.52,64750000.00
"Aug 08, 2003",1416.30,98.19,64750000.00
"Aug 07, 2003",1411.26,97.84,64750000.00
"Aug 06, 2003",1401.01,97.13,64750000.00
"Aug 05, 2003",1398.42,96.96,64750000.00
"Aug 04, 2003",1423.51,98.69,64550000.00
"Aug 01, 2003",1419.64,98.43,64550000.00
"Jul 31, 2003",1434.33,99.44,64550000.00
"Jul 30, 2003",1429.91,99.15,64550000.00
"Jul 29, 2003",1432.31,99.30,64550000.00
"Jul 28, 2003",1442.58,100.02,64550000.00
"Jul 25, 2003",1445.70,100.23,64550000.00
"Jul 24, 2003",1420.96,98.52,64550000.00
"Jul 23, 2003",1431.10,99.22,64550000.00
"Jul 22, 2003",1430.35,99.17,64550000.00
"Jul 21, 2003",1416.88,98.24,64550000.00
"Jul 18, 2003",1437.89,99.69,64550000.00
"Jul 17, 2003",1421.11,98.53,64550000.00
"Jul 16, 2003",1438.85,99.76,64550000.00
"Jul 15, 2003",1448.02,100.39,64550000.00
"Jul 14, 2003",1453.00,100.74,64550000.00
"Jul 11, 2003",1444.70,100.16,64150000.00
"Jul 10, 2003",1430.96,99.21,64150000.00
"Jul 09, 2003",1450.51,100.57,64150000.00
"Jul 08, 2003",1458.51,101.12,63150000.00
"Jul 07, 2003",1453.07,100.75,63150000.00
"Jul 03, 2003",1425.97,98.87,63150000.00
"Jul 02, 2003",1437.61,99.68,63150000.00
"Jul 01, 2003",1421.03,98.53,63150000.00
"Jun 30, 2003",1409.48,97.73,63150000.00
"Jun 27, 2003",1411.97,97.90,63150000.00
"Jun 26, 2003",1425.82,98.86,63150000.00
"Jun 25, 2003",1410.09,97.77,62750000.00
"Jun 24, 2003",1421.86,98.59,62750000.00
"Jun 23, 2003",1419.24,98.41,62750000.00
"Jun 20, 2003",1439.54,99.81,62750000.00
"Jun 19, 2003",1438.09,99.71,62750000.00
"Jun 18, 2003",1460.32,101.25,62750000.00
"Jun 17, 2003",1462.48,101.40,62750000.00
"Jun 16, 2003",1461.15,101.31,62750000.00
"Jun 13, 2003",1429.11,99.46,59500000.00
"Jun 12, 2003",1443.41,100.45,59500000.00
"Jun 11, 2003",1441.86,100.35,59500000.00
"Jun 10, 2003",1423.11,99.04,59500000.00
"Jun 09, 2003",1410.21,98.15,58750000.00
"Jun 06, 2003",1427.27,99.33,58750000.00
"Jun 05, 2003",1430.63,99.57,58750000.00
"Jun 04, 2003",1424.90,99.17,58750000.00
"Jun 03, 2003",1403.29,97.67,58750000.00
"Jun 02, 2003",1396.70,97.21,58750000.00
"May 30, 2003",1391.72,96.86,58750000.00
"May 29, 2003",1371.51,95.46,58750000.00
"May 28, 2003",1376.57,95.81,58750000.00
"May 27, 2003",1373.86,95.62,61450000.00
"May 23, 2003",1347.49,93.79,61450000.00
"May 22, 2003",1345.53,93.66,60450000.00
"May 21, 2003",1333.33,92.81,59100000.00
"May 20, 2003",1327.87,92.43,58450000.00
"May 19, 2003",1329.38,92.53,58450000.00
"May 16, 2003",1363.32,94.89,58450000.00
"May 15, 2003",1366.59,95.12,58450000.00
"May 14, 2003",1355.76,94.37,58450000.00
"May 13, 2003",1359.74,94.64,58450000.00
"May 12, 2003",1363.61,94.91,58450000.00
"May 09, 2003",1346.68,93.74,58450000.00
"May 08, 2003",1327.42,92.40,58450000.00
"May 07, 2003",1340.87,93.33,58450000.00
"May 06, 2003",1347.54,93.80,58450000.00
"May 05, 2003",1336.24,93.01,58450000.00
"May 02, 2003",1341.28,93.36,58450000.00
"May 01, 2003",1321.39,91.98,58450000.00
"Apr 30, 2003",1322.07,92.03,58450000.00
"Apr 29, 2003",1323.26,92.11,58450000.00
"Apr 28, 2003",1318.85,91.80,58450000.00
"Apr 25, 2003",1295.57,90.19,58450000.00
"Apr 24, 2003",1313.75,91.45,58450000.00
"Apr 23, 2003",1324.68,92.21,58450000.00
"Apr 22, 2003",1313.63,91.44,57750000.00
"Apr 21, 2003",1285.72,89.50,57750000.00
"Apr 17, 2003",1287.99,89.66,57750000.00
"Apr 16, 2003",1268.28,88.29,57750000.00
"Apr 15, 2003",1283.96,89.38,57750000.00
"Apr 14, 2003",1275.82,88.81,57750000.00
"Apr 11, 2003",1251.40,87.12,57750000.00
"Apr 10, 2003",1256.04,87.44,57750000.00
"Apr 09, 2003",1247.99,86.88,57750000.00
"Apr 08, 2003",1265.57,88.10,57750000.00
"Apr 07, 2003",1267.49,88.24,56250000.00
"Apr 04, 2003",1265.90,88.13,56250000.00
"Apr 03, 2003",1262.43,87.89,56250000.00
"Apr 02, 2003",1268.82,88.33,56250000.00
"Apr 01, 2003",1236.30,86.07,55050000.00
"Mar 31, 2003",1221.46,85.04,55050000.00
"Mar 28, 2003",1243.51,86.57,55050000.00
"Mar 27, 2003",1250.71,87.07,50550000.00
"Mar 26, 2003",1252.59,87.20,50550000.00
"Mar 25, 2003",1259.44,87.68,50550000.00
"Mar 24, 2003",1244.31,86.63,50550000.00
"Mar 21, 2003",1289.74,89.78,49800000.00
"Mar 20, 2003",1260.77,87.77,49800000.00
"Mar 19, 2003",1258.37,87.61,49800000.00
"Mar 18, 2003",1247.39,86.84,49800000.00
"Mar 17, 2003",1242.09,86.47,49800000.00
"Mar 14, 2003",1199.55,83.52,49800000.00
"Mar 13, 2003",1197.56,83.38,49800000.00
"Mar 12, 2003",1157.61,80.60,49800000.00
"Mar 11, 2003",1152.15,80.22,49800000.00
"Mar 10, 2003",1161.85,80.90,49150000.00
"Mar 07, 2003",1192.62,83.37,49150000.00
"Mar 06, 2003",1182.82,82.69,49150000.00
"Mar 05, 2003",1193.87,83.46,49150000.00
"Mar 04, 2003",1182.17,82.65,49150000.00
"Mar 03, 2003",1200.60,83.93,49150000.00
"Feb 28, 2003",1209.71,84.57,49150000.00
"Feb 27, 2003",1204.11,84.18,49150000.00
"Feb 26, 2003",1189.98,83.19,48950000.00
"Feb 25, 2003",1205.32,84.26,48950000.00
"Feb 24, 2003",1196.71,83.66,48950000.00
"Feb 21, 2003",1219.10,85.23,48950000.00
"Feb 20, 2003",1203.18,84.11,48950000.00
"Feb 19, 2003",1214.66,84.92,48950000.00
"Feb 18, 2003",1223.11,85.51,48950000.00
"Feb 14, 2003",1199.61,83.87,48950000.00
"Feb 13, 2003",1174.43,82.11,48950000.00
"Feb 12, 2003",1176.15,82.23,48950000.00
"Feb 11, 2003",1190.83,83.26,48950000.00
"Feb 10, 2003",1200.51,83.93,49450000.00
"Feb 07, 2003",1191.46,83.30,49450000.00
"Feb 06, 2003",1203.58,84.15,49450000.00
"Feb 05, 2003",1211.04,84.67,49450000.00
"Feb 04, 2003",1217.40,85.11,50250000.00
"Feb 03, 2003",1234.78,86.33,50250000.00
"Jan 31, 2003",1228.14,85.86,52350000.00
"Jan 30, 2003",1212.23,84.75,52350000.00
"Jan 29, 2003",1240.31,86.71,52350000.00
"Jan 28, 2003",1231.74,86.12,52600000.00
"Jan 27, 2003",1215.86,85.01,52600000.00
"Jan 24, 2003",1235.84,86.40,52600000.00
"Jan 23, 2003",1273.04,89.00,52600000.00
"Jan 22, 2003",1260.16,88.10,52600000.00
"Jan 21, 2003",1273.31,89.02,52600000.00
"Jan 17, 2003",1293.63,90.44,52600000.00
"Jan 16, 2003",1312.01,91.72,52600000.00
"Jan 15, 2003",1317.18,92.08,52600000.00
"Jan 14, 2003",1336.25,93.41,52600000.00
"Jan 13, 2003",1328.50,92.87,51800000.00
"Jan 10, 2003",1330.29,93.00,51800000.00
"Jan 09, 2003",1330.31,93.00,58650000.00
"Jan 08, 2003",1304.95,91.23,58650000.00
"Jan 07, 2003",1323.17,92.50,58550000.00
"Jan 06, 2003",1331.82,93.10,58550000.00
"Jan 03, 2003",1302.55,91.06,58550000.00
"Jan 02, 2003",1303.17,91.11,58050000.00
"Dec 31, 2002",1261.18,88.18,57550000.00
"Dec 30, 2002",1260.42,88.12,57550000.00
"Dec 27, 2002",1254.66,87.72,57550000.00
"Dec 26, 2002",1274.56,89.11,57550000.00
"Dec 24, 2002",1278.58,89.39,57550000.00
"Dec 23, 2002",1285.60,89.88,50350000.00
"Dec 20, 2002",1283.26,89.73,50350000.00
"Dec 19, 2002",1266.79,88.57,50350000.00
"Dec 18, 2002",1276.36,89.24,50350000.00
"Dec 17, 2002",1293.26,90.42,49150000.00
"Dec 16, 2002",1303.85,91.16,47450000.00
"Dec 13, 2002",1273.83,89.49,47450000.00
"Dec 12, 2002",1291.16,90.70,47450000.00
"Dec 11, 2002",1295.91,91.04,47450000.00
"Dec 10, 2002",1294.91,90.97,47450000.00
"Dec 09, 2002",1277.05,89.72,47450000.00
"Dec 06, 2002",1305.99,91.75,47450000.00
"Dec 05, 2002",1297.80,91.17,47450000.00
"Dec 04, 2002",1313.53,92.27,47450000.00
"Dec 03, 2002",1317.65,92.56,47450000.00
"Dec 02, 2002",1337.34,93.94,47450000.00
"Nov 29, 2002",1339.89,94.11,47150000.00
"Nov 27, 2002",1343.47,94.37,46350000.00
"Nov 26, 2002",1306.79,91.80,45850000.00
"Nov 25, 2002",1334.52,93.75,45850000.00
"Nov 22, 2002",1331.17,93.52,45850000.00
"Nov 21, 2002",1335.75,93.83,45850000.00
"Nov 20, 2002",1307.61,91.86,45850000.00
"Nov 19, 2002",1282.61,90.11,45850000.00
"Nov 18, 2002",1287.79,90.47,46300000.00
"Nov 15, 2002",1301.28,91.42,46300000.00
"Nov 14, 2002",1293.21,90.85,45400000.00
"Nov 13, 2002",1261.97,88.66,45400000.00
"Nov 12, 2002",1262.14,88.67,45400000.00
"Nov 11, 2002",1252.42,87.99,45400000.00
"Nov 08, 2002",1278.94,89.85,45400000.00
"Nov 07, 2002",1290.15,90.64,45400000.00
"Nov 06, 2002",1320.04,92.74,45400000.00
"Nov 05, 2002",1307.80,91.88,45400000.00
"Nov 04, 2002",1297.69,91.17,45400000.00
"Nov 01, 2002",1287.13,90.43,45400000.00
"Oct 31, 2002",1265.41,88.91,45400000.00
"Oct 30, 2002",1272.25,89.39,45400000.00
"Oct 29, 2002",1259.79,88.51,45400000.00
"Oct 28, 2002",1271.20,89.31,45400000.00
"Oct 25, 2002",1281.81,90.06,45400000.00
"Oct 24, 2002",1260.17,88.54,45400000.00
"Oct 23, 2002",1279.63,89.91,45400000.00
"Oct 22, 2002",1271.08,89.31,44150000.00
"Oct 21, 2002",1284.73,90.27,44150000.00
"Oct 18, 2002",1262.84,88.73,44150000.00
"Oct 17, 2002",1255.42,88.21,43150000.00
"Oct 16, 2002",1228.01,86.29,42150000.00
"Oct 15, 2002",1258.24,88.41,41650000.00
"Oct 14, 2002",1201.37,84.42,40000000.00
"Oct 11, 2002",1192.63,83.81,40000000.00
"Oct 10, 2002",1147.80,80.66,40000000.00
"Oct 09, 2002",1108.91,77.93,40000000.00
"Oct 08, 2002",1139.90,80.10,40000000.00
"Oct 07, 2002",1120.52,78.75,39550000.00
"Oct 04, 2002",1142.36,80.28,39550000.00
"Oct 03, 2002",1168.57,82.12,39550000.00
"Oct 02, 2002",1181.32,83.01,39550000.00
"Oct 01, 2002",1209.59,84.99,39550000.00
"Sep 30, 2002",1163.04,81.73,39550000.00
"Sep 27, 2002",1180.28,82.94,39550000.00
"Sep 26, 2002",1219.60,85.70,39550000.00
"Sep 25, 2002",1197.56,84.15,39550000.00
"Sep 24, 2002",1168.22,82.09,39550000.00
"Sep 23, 2002",1188.76,83.53,39550000.00
"Sep 20, 2002",1205.42,84.70,38850000.00
"Sep 19, 2002",1202.46,84.49,38450000.00
"Sep 18, 2002",1239.70,87.11,38450000.00
"Sep 17, 2002",1245.39,87.51,38450000.00
"Sep 16, 2002",1270.45,89.27,38450000.00
"Sep 13, 2002",1268.57,89.53,38450000.00
"Sep 12, 2002",1264.42,89.24,38450000.00
"Sep 11, 2002",1296.25,91.48,38450000.00
"Sep 10, 2002",1296.23,91.48,38450000.00
"Sep 09, 2002",1286.79,90.82,38450000.00
"Sep 06, 2002",1273.88,89.91,38450000.00
"Sep 05, 2002",1252.77,88.42,38450000.00
"Sep 04, 2002",1273.03,89.85,38450000.00
"Sep 03, 2002",1250.68,88.27,38450000.00
"Aug 30, 2002",1304.86,92.09,38450000.00
"Aug 29, 2002",1307.28,92.26,38450000.00
"Aug 28, 2002",1307.28,92.26,38450000.00
"Aug 27, 2002",1331.20,93.94,38450000.00
"Aug 26, 2002",1349.88,95.26,38450000.00
"Aug 23, 2002",1339.79,94.55,38450000.00
"Aug 22, 2002",1370.85,96.74,37400000.00
"Aug 21, 2002",1351.82,95.40,37400000.00
"Aug 20, 2002",1334.70,94.19,38800000.00
"Aug 19, 2002",1353.63,95.53,38800000.00
"Aug 16, 2002",1322.36,93.32,38800000.00
"Aug 15, 2002",1324.32,93.46,38800000.00
"Aug 14, 2002",1309.04,92.39,38800000.00
"Aug 13, 2002",1258.36,88.82,38800000.00
"Aug 12, 2002",1286.09,90.77,39300000.00
"Aug 09, 2002",1292.94,91.25,39300000.00
"Aug 08, 2002",1288.12,90.91,39300000.00
"Aug 07, 2002",1247.28,88.03,39300000.00
"Aug 06, 2002",1222.59,86.29,39300000.00
"Aug 05, 2002",1187.07,83.79,43300000.00
"Aug 02, 2002",1229.19,86.76,43300000.00
"Aug 01, 2002",1258.22,88.81,43300000.00
"Jul 31, 2002",1296.34,91.50,43300000.00
"Jul 30, 2002",1283.62,90.60,43300000.00
"Jul 29, 2002",1278.10,90.21,42500000.00
"Jul 26, 2002",1212.41,85.58,41300000.00
"Jul 25, 2002",1192.28,84.16,41000000.00
"Jul 24, 2002",1199.01,84.63,41000000.00
"Jul 23, 2002",1133.99,80.05,41300000.00
"Jul 22, 2002",1165.48,82.26,41300000.00
"Jul 19, 2002",1205.16,85.07,41300000.00
"Jul 18, 2002",1253.21,88.46,41300000.00
"Jul 17, 2002",1287.98,90.91,41300000.00
"Jul 16, 2002",1280.78,90.40,41300000.00
"Jul 15, 2002",1304.76,92.09,40150000.00
"Jul 12, 2002",1309.68,92.44,40150000.00
"Jul 11, 2002",1318.18,93.04,40150000.00
"Jul 10, 2002",1308.30,92.34,40150000.00
"Jul 09, 2002",1354.23,95.58,39850000.00
"Jul 08, 2002",1388.44,97.99,39850000.00
"Jul 05, 2002",1405.20,99.17,39850000.00
"Jul 03, 2002",1355.40,95.66,39850000.00
"Jul 02, 2002",1346.96,95.07,39850000.00
"Jul 01, 2002",1375.88,97.11,39850000.00
"Jun 28, 2002",1405.94,99.22,39850000.00
"Jun 27, 2002",1407.11,99.31,39850000.00
"Jun 26, 2002",1382.78,97.59,39850000.00
"Jun 25, 2002",1385.77,97.80,39850000.00
"Jun 24, 2002",1409.30,99.46,39850000.00
"Jun 21, 2002",1404.21,99.10,39850000.00
"Jun 20, 2002",1428.55,100.82,39450000.00
"Jun 19, 2002",1447.98,102.19,39450000.00
"Jun 18, 2002",1472.25,103.90,39450000.00
"Jun 17, 2002",1470.84,103.80,39450000.00
"Jun 14, 2002",1429.78,101.28,39450000.00
"Jun 13, 2002",1433.01,101.51,39450000.00
"Jun 12, 2002",1448.16,102.58,39450000.00
"Jun 11, 2002",1438.47,101.90,39450000.00
"Jun 10, 2002",1462.78,103.62,39450000.00
